Individual,Chromosome,AA_Length,AB_Length,BB_Length
indiv2289,Chr24,2068597,15027624,0
indiv2289,Chr25,7418168,6589403,0
indiv2289,Chr26,11344520,92005,0
indiv2289,Chr27,4706321,5530563,0
indiv2289,Chr28,4923933,5621018,0
indiv2289,Chr3,15167108,0,0
indiv2289,Chr4,5276155,13355046,0
indiv2289,Chr5,848865,18147816,0
indiv2289,Chr6,6379380,9707719,0
indiv2289,Chr7,9158067,4640339,0
indiv2289,Chr8,14186896,1943260,0
indiv2289,Chr9,2649709,14066190,0
indiv2290,Chr1,20564333,0,0
indiv2290,Chr10,13995156,3383520,0
indiv2290,Chr11,5107123,15268377,0
indiv2290,Chr12,13026576,4447939,0
indiv2290,Chr13,0,17057090,0
indiv2290,Chr14,10611704,2683964,0
indiv2290,Chr15,7889201,10406514,0
indiv2290,Chr16,0,13761133,0
indiv2290,Chr17,16513729,0,0
indiv2290,Chr18,843672,14686102,0
indiv2290,Chr19,14565517,175572,0
indiv2290,Chr2,4063353,4297655,0
indiv2290,Chr20,4728399,7600720,0
indiv2290,Chr21,5141302,9999693,0
indiv2290,Chr22,478370,17961388,0
indiv2290,Chr23,0,21270910,0
indiv2290,Chr24,9604971,6356520,0
indiv2290,Chr25,8252043,5766288,0
indiv2290,Chr26,11344520,92005,0
indiv2290,Chr27,7159648,3697611,0
indiv2290,Chr28,10544417,0,0
indiv2290,Chr3,709499,14457609,0
indiv2290,Chr4,16740942,220093,0
indiv2290,Chr5,18155548,2183,0
indiv2290,Chr6,9116902,7378266,0
indiv2290,Chr7,13869425,0,0
indiv2290,Chr8,5133315,10995815,0
indiv2290,Chr9,2798430,13829574,0
indiv2291,Chr1,17057794,0,2655957
indiv2291,Chr10,0,17400020,0
indiv2291,Chr11,4746912,15645106,0
indiv2291,Chr12,5980311,11494021,0
indiv2291,Chr13,17613001,0,0
indiv2291,Chr14,10020192,3097434,0
indiv2291,Chr15,17643958,699062,0
indiv2291,Chr16,14272594,0,0
indiv2291,Chr17,290086,16513729,0
indiv2291,Chr18,6140386,9328244,0
indiv2291,Chr19,175572,14565517,0
indiv2291,Chr2,7996235,43776,0
indiv2291,Chr20,12328710,0,0
indiv2291,Chr21,4611026,10071297,0
indiv2291,Chr22,0,18439758,0
indiv2291,Chr23,20957266,338738,0
indiv2291,Chr24,8310928,8516399,0
indiv2291,Chr25,145372,13873000,0
indiv2291,Chr26,0,11436525,0
indiv2291,Chr27,10706313,172817,0
indiv2291,Chr28,3109553,7290110,0
indiv2291,Chr3,14457609,709499,0
indiv2291,Chr4,7875358,9465129,0
indiv2291,Chr5,0,18995339,0
indiv2291,Chr6,4018238,9700692,0
indiv2291,Chr7,13363427,505969,0
indiv2291,Chr8,14886599,1025692,0
indiv2291,Chr9,9705914,6990980,0
indiv2294,Chr1,0,20564333,0
indiv2294,Chr10,17400020,0,0
indiv2294,Chr11,2806362,16950983,0
indiv2294,Chr12,17167913,305475,0
indiv2294,Chr13,309399,17303752,0
indiv2294,Chr14,0,13294963,0
indiv2294,Chr15,10070321,8260116,0
indiv2294,Chr16,2731544,11541829,0
indiv2294,Chr17,289621,15740345,0
indiv2294,Chr18,14685949,843672,0
indiv2294,Chr19,10669004,4062114,0
indiv2294,Chr2,7652057,43776,0
indiv2294,Chr20,2726642,9215229,0
indiv2294,Chr21,2202878,13021857,0
indiv2294,Chr22,479152,17961388,0
indiv2294,Chr23,20957266,338738,0
indiv2294,Chr24,17253891,0,0
indiv2294,Chr25,7493774,6481511,0
indiv2294,Chr26,8898426,2538099,0
indiv2294,Chr27,0,10879750,0
indiv2294,Chr28,8897272,1519696,0
indiv2294,Chr3,11815017,3346984,0
indiv2294,Chr4,3558561,15082066,0
indiv2294,Chr5,18996681,0,0
indiv2294,Chr6,13165772,3102525,0
indiv2294,Chr7,6518695,7350701,0
indiv2294,Chr8,10694030,5200892,0
indiv2294,Chr9,425669,15800357,0
indiv2296,Chr1,0,0,20564333
indiv2296,Chr10,15529392,1870628,151510
indiv2296,Chr11,4746912,15645106,0
indiv2296,Chr12,17167913,305475,0
indiv2296,Chr13,309399,17303752,0
indiv2296,Chr14,0,13295668,0
indiv2296,Chr15,17643958,699062,0
indiv2296,Chr16,124737,14150183,0
indiv2296,Chr17,1407746,15352466,0
indiv2296,Chr18,14685949,843672,0
indiv2296,Chr19,14741520,0,0
indiv2296,Chr2,7742831,0,0
indiv2296,Chr20,378063,11951056,0
indiv2296,Chr21,6206149,8976162,0
indiv2296,Chr22,18439758,0,0
indiv2296,Chr23,338990,20197692,0
indiv2296,Chr24,0,17161298,0
indiv2296,Chr25,0,14018372,0
indiv2296,Chr26,0,11436962,0
indiv2296,Chr27,0,10879511,0
indiv2296,Chr28,10410896,133521,0
indiv2296,Chr3,15167670,0,0
indiv2296,Chr4,3127732,15515134,0
indiv2296,Chr5,18155548,841133,0
indiv2296,Chr6,8036798,8449422,0
indiv2296,Chr7,2810214,11048344,0
indiv2296,Chr8,16130307,0,0
indiv2296,Chr9,425669,16316713,0
indiv2297,Chr1,20284127,0,0
indiv2297,Chr10,6845109,10321688,0
indiv2297,Chr11,4243309,16148709,0
indiv2297,Chr12,305658,17167913,0
indiv2297,Chr13,17303752,309249,0
indiv2297,Chr14,12845366,0,0
indiv2297,Chr15,3722924,13716252,0
indiv2297,Chr16,14272594,0,0
indiv2297,Chr17,289621,16513957,0
indiv2297,Chr18,962865,14503356,0
indiv2297,Chr19,14192170,175572,0
indiv2297,Chr2,8098032,0,0
indiv2297,Chr20,0,11950647,0
indiv2297,Chr21,9380052,5733106,0
indiv2297,Chr22,17961388,478370,0
indiv2297,Chr23,21296004,0,0
indiv2297,Chr24,17243170,0,0
indiv2297,Chr25,145372,13873025,0
indiv2297,Chr26,3382186,5544028,0
indiv2297,Chr27,4067219,6661842,0
indiv2297,Chr28,133521,10410896,0
indiv2297,Chr3,10459856,4604714,0
indiv2297,Chr4,18433046,220093,0
indiv2297,Chr5,841133,18155556,0
indiv2297,Chr6,12870936,3642417,0
indiv2297,Chr7,0,12851416,0
indiv2297,Chr8,0,15514814,0
indiv2297,Chr9,0,16742382,0
indiv2298,Chr1,14299629,0,5965716
indiv2298,Chr10,16447305,0,151510
indiv2298,Chr11,6241504,13836697,0
indiv2298,Chr12,17223317,0,0
indiv2298,Chr13,12886017,4068798,0
indiv2298,Chr14,10611704,2683964,0
indiv2298,Chr15,18343020,0,0
indiv2298,Chr16,11088068,3159193,0
indiv2298,Chr17,0,16803578,0
indiv2298,Chr18,9405867,6054126,0
indiv2298,Chr19,14565517,175685,0
indiv2298,Chr2,8121306,0,0
indiv2298,Chr20,11950647,0,0
indiv2298,Chr21,15235267,0,0
indiv2298,Chr22,479152,17961682,0
indiv2298,Chr23,0,21152945,0
indiv2298,Chr24,2779673,14307431,0
indiv2298,Chr25,14018372,0,0
indiv2298,Chr26,92048,10839685,0
indiv2298,Chr27,10706694,0,0
indiv2298,Chr28,2310479,8040992,0
indiv2298,Chr3,14457609,709499,0
indiv2298,Chr4,220534,18433383,0
indiv2298,Chr5,0,18996689,0
indiv2298,Chr6,16024100,492050,0
indiv2298,Chr7,5661300,8205584,0
indiv2298,Chr8,2558602,13571554,0
indiv2298,Chr9,16062701,425669,0
indiv2301,Chr1,16638298,0,3394256
indiv2301,Chr10,13797197,2752933,0
indiv2301,Chr11,20103575,288443,0
indiv2301,Chr12,4997474,12474419,0
indiv2301,Chr13,14546128,2907740,0
indiv2301,Chr14,4448872,8835788,0
indiv2301,Chr15,2414950,15928273,0
indiv2301,Chr16,1899207,12374934,0
indiv2301,Chr17,3995667,12807683,0
indiv2301,Chr18,6760452,8769169,0
indiv2301,Chr19,5453049,9284380,0
indiv2301,Chr2,0,8358966,0
indiv2301,Chr20,0,12328710,0
indiv2301,Chr21,6878585,8354954,0
indiv2301,Chr22,6306769,12132989,0
indiv2301,Chr23,15934798,5349878,0
indiv2301,Chr24,8392021,7848984,0
indiv2301,Chr25,14018372,0,0
indiv2301,Chr26,11436195,0,0
indiv2301,Chr27,172817,10706933,0
indiv2301,Chr28,0,10545140,0
indiv2301,Chr3,14457609,709499,0
indiv2301,Chr4,3029242,15623897,0
indiv2301,Chr5,7159628,11837023,0
indiv2301,Chr6,14114982,2401168,0
indiv2301,Chr7,11588519,2266489,0
indiv2301,Chr8,615493,15514869,0
indiv2301,Chr9,0,16747691,0
indiv2302,Chr1,15134279,5079480,0
indiv2302,Chr10,0,17400260,0
indiv2302,Chr11,1152305,19143587,0
indiv2302,Chr12,5886054,11586772,0
indiv2302,Chr13,14286787,3025891,0
indiv2302,Chr14,9331391,3922533,0
indiv2302,Chr15,17643958,699062,0
indiv2302,Chr16,14272594,0,0
indiv2302,Chr17,16803350,0,0
indiv2302,Chr18,2069823,13328880,0
indiv2302,Chr19,12054055,2582227,0
indiv2302,Chr2,6507359,1680650,0
indiv2302,Chr20,6458890,5807063,0
indiv2302,Chr21,15235267,0,0
indiv2302,Chr22,478370,17961388,0
indiv2302,Chr23,20957266,338738,0
indiv2302,Chr24,92499,17161298,0
indiv2302,Chr25,0,14018331,0
indiv2302,Chr26,5450150,3383973,0
indiv2302,Chr27,10879511,0,0
indiv2302,Chr28,10544606,0,0
indiv2302,Chr3,11090921,3978609,0
indiv2302,Chr4,14592715,4060424,0
indiv2302,Chr5,0,18996651,0
indiv2302,Chr6,16024100,492802,0
indiv2302,Chr7,505969,13363427,0
indiv2302,Chr8,15514814,615342,0
indiv2302,Chr9,16072562,669820,0
indiv2303,Chr1,19758924,0,467587
indiv2303,Chr10,0,17400020,0
indiv2303,Chr11,0,20392018,0
indiv2303,Chr12,0,17474332,0
indiv2303,Chr13,633445,16979556,0
indiv2303,Chr14,13295668,0,0
indiv2303,Chr15,18343020,0,0
indiv2303,Chr16,14272594,0,0
indiv2303,Chr17,289621,16238657,0
indiv2303,Chr18,14685949,843781,0
indiv2303,Chr19,175572,14565948,0
indiv2303,Chr2,0,7830583,0
indiv2303,Chr20,10370347,1873079,0
indiv2303,Chr21,6026874,9193529,0
indiv2303,Chr22,8664660,9765365,0
indiv2303,Chr23,20876567,0,0
indiv2303,Chr24,17253891,0,0
indiv2303,Chr25,7484782,6492804,0
indiv2303,Chr26,0,11437005,0
indiv2303,Chr27,7990144,2773450,0
indiv2303,Chr28,8659153,1882936,0
indiv2303,Chr3,710061,14458045,0
indiv2303,Chr4,15934005,2719575,0
indiv2303,Chr5,11670348,7326303,0
indiv2303,Chr6,3027935,13484022,0
indiv2303,Chr7,13363427,505969,0
indiv2303,Chr8,6736566,9226093,0
indiv2303,Chr9,16742382,0,0
indiv2304,Chr1,20284127,0,0
indiv2304,Chr10,0,17400020,0
indiv2304,Chr11,1862378,18530229,0
indiv2304,Chr12,2184430,15250705,0
indiv2304,Chr13,16182156,1391701,0
indiv2304,Chr14,0,13296400,0
indiv2304,Chr15,0,18343020,0
indiv2304,Chr16,0,14272594,0
indiv2304,Chr17,0,16803578,0
indiv2304,Chr18,0,15529774,0
indiv2304,Chr19,14565517,175572,0
indiv2304,Chr2,8113806,0,0
indiv2304,Chr20,3946180,7985161,0
indiv2304,Chr21,15010505,224762,0
indiv2304,Chr22,18439758,0,0
indiv2304,Chr23,20332400,904122,0
indiv2304,Chr24,8714854,6912899,0
indiv2304,Chr25,14018331,0,0
indiv2304,Chr26,5450953,3418853,0
indiv2304,Chr27,2953978,7841003,0
indiv2304,Chr28,10410896,133521,0
indiv2304,Chr3,15167108,0,0
indiv2304,Chr4,14812745,3840331,0
indiv2304,Chr5,0,18995339,0
indiv2304,Chr6,13823502,2652968,0
indiv2304,Chr7,13363427,505969,0
indiv2304,Chr8,8725508,7361152,0
indiv2304,Chr9,0,16747691,0
indiv2306,Chr1,17314165,2940726,0
indiv2306,Chr10,10359054,7040966,0
indiv2306,Chr11,0,20392607,0
indiv2306,Chr12,13784499,3583993,0
indiv2306,Chr13,13029716,4583435,0
indiv2306,Chr14,2683964,10611704,0
indiv2306,Chr15,2584090,15722497,0
indiv2306,Chr16,14148636,124737,0
indiv2306,Chr17,1688831,15062186,0
indiv2306,Chr18,4743199,10733311,0
indiv2306,Chr19,12355028,2351642,0
indiv2306,Chr2,0,8358966,0
indiv2306,Chr20,0,12329145,0
indiv2306,Chr21,4910871,10281660,0
indiv2306,Chr22,17961388,478370,0
indiv2306,Chr23,21296004,0,0
indiv2306,Chr24,12992523,4120226,0
indiv2306,Chr25,14018331,0,0
indiv2306,Chr26,3474191,6298729,0
indiv2306,Chr27,0,10879511,0
indiv2306,Chr28,10410896,133521,0
indiv2306,Chr3,8595505,6571603,0
indiv2306,Chr4,220093,18433046,0
indiv2306,Chr5,18155548,841133,0
indiv2306,Chr6,15323535,1186696,0
indiv2306,Chr7,0,13869425,0
indiv2306,Chr8,8614684,7282958,0
indiv2306,Chr9,16748615,0,0
indiv2307,Chr1,20001101,0,0
indiv2307,Chr10,6387684,10824743,0
indiv2307,Chr11,6328162,13795635,0
indiv2307,Chr12,10222438,7250950,0
indiv2307,Chr13,17613001,0,0
indiv2307,Chr14,4826601,8468362,0
indiv2307,Chr15,1884545,16458475,0
indiv2307,Chr16,14262010,0,0
indiv2307,Chr17,289621,16513729,0
indiv2307,Chr18,0,15529621,0
indiv2307,Chr19,13987832,175572,0
indiv2307,Chr2,8040011,0,0
indiv2307,Chr20,378063,11950647,0
indiv2307,Chr21,15010505,226372,0
indiv2307,Chr22,18365206,0,0
indiv2307,Chr23,19890342,976293,0
indiv2307,Chr24,3738623,9790460,0
indiv2307,Chr25,13744516,0,0
indiv2307,Chr26,3948405,4899362,0
indiv2307,Chr27,10412606,172817,0
indiv2307,Chr28,3747768,6091280,0
indiv2307,Chr3,7546528,7620580,0
indiv2307,Chr4,18653139,0,0
indiv2307,Chr5,13689820,4129718,0
indiv2307,Chr6,16000414,0,0
indiv2307,Chr7,12291533,0,0
indiv2307,Chr8,15384753,0,0
indiv2307,Chr9,13705725,2570893,0
indiv2308,Chr1,0,20284127,0
indiv2308,Chr10,0,17400020,0
indiv2308,Chr11,5372235,15008447,0
indiv2308,Chr12,17167913,305475,0
indiv2308,Chr13,309249,17303752,0
indiv2308,Chr14,5252822,7996491,0
indiv2308,Chr15,7879041,10463979,0
indiv2308,Chr16,14148636,123958,0
indiv2308,Chr17,290086,16513729,0
indiv2308,Chr18,14685949,843781,0
indiv2308,Chr19,175572,14565517,0
indiv2308,Chr2,3116959,5241347,0
indiv2308,Chr20,0,12328710,0
indiv2308,Chr21,0,15235267,0
indiv2308,Chr22,17313485,478370,0
indiv2308,Chr23,7924486,13032780,0
indiv2308,Chr24,17160186,85239,0
indiv2308,Chr25,145372,13873000,0
indiv2308,Chr26,0,11437005,0
indiv2308,Chr27,9542817,1276525,0
indiv2308,Chr28,133521,10411430,0
indiv2308,Chr3,6296339,8853360,0
indiv2308,Chr4,0,18653580,0
indiv2308,Chr5,9172312,9811097,0
indiv2308,Chr6,492802,16024163,0
indiv2308,Chr7,13363427,505969,0
indiv2308,Chr8,7128301,9002006,0
indiv2308,Chr9,6302231,10330362,0
indiv2309,Chr1,8083727,12120667,0
indiv2309,Chr10,17400020,151510,0
indiv2309,Chr11,15882320,4481294,0
indiv2309,Chr12,17167913,305475,0
indiv2309,Chr13,17613151,0,0
indiv2309,Chr14,13294963,0,0
indiv2309,Chr15,699062,17643958,0
indiv2309,Chr16,6550962,7662701,0
indiv2309,Chr17,0,16803815,0
indiv2309,Chr18,4479180,11050441,0
indiv2309,Chr19,0,14741520,0
indiv2309,Chr2,0,8358306,0
indiv2309,Chr20,0,12329119,0
indiv2309,Chr21,8798350,6425108,0
indiv2309,Chr22,2960964,15478794,0
indiv2309,Chr23,8606291,12637095,0
indiv2309,Chr24,0,16611148,0
indiv2309,Chr25,7249799,6602018,0
indiv2309,Chr26,10044440,1300272,0
indiv2309,Chr27,10879511,0,0
indiv2309,Chr28,133521,10411430,0
indiv2309,Chr3,14457609,709499,0
indiv2309,Chr4,220093,18433046,0
indiv2309,Chr5,13703505,5293215,0
indiv2309,Chr6,16024100,492050,0
indiv2309,Chr7,505969,13363427,0
indiv2309,Chr8,15514814,615342,0
indiv2309,Chr9,5353236,11389146,0
indiv2310,Chr1,1119618,19164509,0
indiv2310,Chr10,6443724,10944899,0
indiv2310,Chr11,289032,20103575,0
indiv2310,Chr12,17167913,305475,0
indiv2310,Chr13,309399,17303835,0
indiv2310,Chr14,10611704,2683259,0
indiv2310,Chr15,3661367,14655307,0
indiv2310,Chr16,0,14273373,0
indiv2310,Chr17,16513729,289621,0
indiv2310,Chr18,15529621,0,0
indiv2310,Chr19,14741202,0,0
indiv2310,Chr2,3930128,4297655,0
indiv2310,Chr20,0,12043616,0
indiv2310,Chr21,5812851,9194002,0
indiv2310,Chr22,2645205,15756830,0
indiv2310,Chr23,5718678,15553042,0
indiv2310,Chr24,1166998,15903161,0
indiv2310,Chr25,145331,13110339,0
indiv2310,Chr26,11344520,92005,0
indiv2310,Chr27,10879511,0,0
indiv2310,Chr28,3072853,7425429,0
indiv2310,Chr3,710061,14457609,0
indiv2310,Chr4,15511556,3137650,0
indiv2310,Chr5,13691162,5305106,0
indiv2310,Chr6,4525398,11821231,0
indiv2310,Chr7,8437334,5412388,0
indiv2310,Chr8,0,16130156,0
indiv2310,Chr9,4927567,11820124,0
indiv2311,Chr1,12375500,0,7753608
indiv2311,Chr10,8621463,8778797,0
indiv2311,Chr11,5035944,15356663,0
indiv2311,Chr12,0,17473388,0
indiv2311,Chr13,8302807,9310194,0
indiv2311,Chr14,9647953,3645375,0
indiv2311,Chr15,14391153,3952070,0
indiv2311,Chr16,12786866,1460280,0
indiv2311,Chr17,15299215,1461826,0
indiv2311,Chr18,843781,14685949,0
indiv2311,Chr19,14565517,175572,0
indiv2311,Chr2,3544364,4816644,0
indiv2311,Chr20,11950647,378063,0
indiv2311,Chr21,226372,15010505,0
indiv2311,Chr22,1111524,17249716,0
indiv2311,Chr23,13661366,7609544,0
indiv2311,Chr24,15265625,1865635,0
indiv2311,Chr25,0,14018356,0
indiv2311,Chr26,0,11436962,0
indiv2311,Chr27,9811942,173100,0
indiv2311,Chr28,133521,10410896,0
indiv2311,Chr3,12042930,3071739,0
indiv2311,Chr4,0,18653476,0
indiv2311,Chr5,15030546,3915429,0
indiv2311,Chr6,8004812,8456998,0
indiv2311,Chr7,13869396,0,0
indiv2311,Chr8,4186939,11903688,0
indiv2311,Chr9,4927567,11820124,0
indiv2313,Chr1,20284127,0,0
indiv2313,Chr10,1191054,16208966,0
indiv2313,Chr11,13783843,6588128,0
indiv2313,Chr12,9000850,8450420,0
indiv2313,Chr13,17018054,309249,0
indiv2313,Chr14,10611704,0,0
indiv2313,Chr15,5691776,12617487,0
indiv2313,Chr16,12812948,1411640,0
indiv2313,Chr17,6868985,9934365,0
indiv2313,Chr18,14685949,843781,0
indiv2313,Chr19,5427806,9257045,0
indiv2313,Chr2,46478,8315190,0
indiv2313,Chr20,0,12329119,0
indiv2313,Chr21,0,15235267,0
indiv2313,Chr22,2925558,15514982,0
indiv2313,Chr23,19201276,1896306,0
indiv2313,Chr24,15108128,2145333,0
indiv2313,Chr25,14018372,0,0
indiv2313,Chr26,11436525,0,0
indiv2313,Chr27,10879511,0,0
indiv2313,Chr28,4247769,6288006,0
indiv2313,Chr3,8353468,6773979,0
indiv2313,Chr4,1974049,16661008,0
indiv2313,Chr5,4917512,14079208,0
indiv2313,Chr6,3941988,12573155,0
indiv2313,Chr7,13869396,0,0
indiv2313,Chr8,615342,15514869,0
indiv2313,Chr9,15841844,425669,0
indiv2314,Chr1,1230534,0,18887068
indiv2314,Chr10,2804517,14595503,0
indiv2314,Chr11,0,20392018,0
indiv2314,Chr12,0,17474332,0
indiv2314,Chr13,17303752,309249,0
indiv2314,Chr14,8555316,4698382,0
indiv2314,Chr15,2286907,15990919,0
indiv2314,Chr16,10206604,4063968,0
indiv2314,Chr17,16803350,0,0
indiv2314,Chr18,15002721,323263,0
indiv2314,Chr19,6167020,8574069,0
indiv2314,Chr2,0,8358306,0
indiv2314,Chr20,0,12329119,0
indiv2314,Chr21,15010505,226372,0
indiv2314,Chr22,478370,17961682,0
indiv2314,Chr23,13032780,8263579,0
indiv2314,Chr24,16716256,0,0
indiv2314,Chr25,14018331,0,0
indiv2314,Chr26,5389955,3615504,0
indiv2314,Chr27,7638741,3107167,0
indiv2314,Chr28,133521,10410896,0
indiv2314,Chr3,14457609,710061,0
indiv2314,Chr4,220093,18433046,0
indiv2314,Chr5,0,18995339,0
indiv2314,Chr6,0,16516965,0
indiv2314,Chr7,8276353,5594256,0
indiv2314,Chr8,11475915,4654241,0
indiv2314,Chr9,16316713,425669,0
indiv2315,Chr1,17540925,0,3023408
indiv2315,Chr10,0,17400260,0
indiv2315,Chr11,0,20392018,0
indiv2315,Chr12,0,16757734,0
indiv2315,Chr13,17303752,309249,0
indiv2315,Chr14,11416963,1872739,0
indiv2315,Chr15,10406514,7936506,0
indiv2315,Chr16,3721557,10517109,0
indiv2315,Chr17,3995667,12807683,0
indiv2315,Chr18,0,15529774,0
indiv2315,Chr19,0,14035757,0
indiv2315,Chr2,2013788,6261155,0
indiv2315,Chr20,378089,11951056,0
indiv2315,Chr21,11025648,4211229,0
indiv2315,Chr22,1105610,17327025,0
indiv2315,Chr23,21296004,0,0
indiv2315,Chr24,17243170,0,0
indiv2315,Chr25,145331,13873025,0
indiv2315,Chr26,3359160,5543303,0
indiv2315,Chr27,10706694,172817,0
indiv2315,Chr28,133521,10410896,0
indiv2315,Chr3,10351115,4785658,0
indiv2315,Chr4,0,18653139,0
indiv2315,Chr5,0,18996689,0
indiv2315,Chr6,14413053,1685021,0
indiv2315,Chr7,8634320,5195958,0
indiv2315,Chr8,8415973,7709784,0
indiv2315,Chr9,15799990,0,0
indiv2316,Chr1,20284127,0,0
indiv2316,Chr10,0,17400020,0
indiv2316,Chr11,20103575,288443,0
indiv2316,Chr12,11660933,5720481,0
indiv2316,Chr13,9000945,8493997,0
indiv2316,Chr14,2683259,9665003,0
indiv2316,Chr15,17643958,0,0
indiv2316,Chr16,3209382,10805690,0
indiv2316,Chr17,16803815,0,0
indiv2316,Chr18,15529621,0,0
indiv2316,Chr19,175572,14565517,0
indiv2316,Chr2,0,8358306,0
indiv2316,Chr20,1089708,11032806,0
indiv2316,Chr21,14480559,637564,0
indiv2316,Chr22,6682588,11757170,0
indiv2316,Chr23,0,21271265,0
indiv2316,Chr24,17160186,0,0
indiv2316,Chr25,145331,13873000,0
indiv2316,Chr26,0,10841725,0
indiv2316,Chr27,0,10706694,0
indiv2316,Chr28,8525325,2017503,0
indiv2316,Chr3,709499,14457609,0
indiv2316,Chr4,6219862,12264558,0
indiv2316,Chr5,9804762,9190577,0
indiv2316,Chr6,16024100,492050,0
indiv2316,Chr7,13869396,0,0
indiv2316,Chr8,615342,15514814,0
indiv2316,Chr9,2065163,14528473,0
indiv2317,Chr1,20284127,0,0
indiv2317,Chr10,17400020,0,0
indiv2317,Chr11,9369996,10962790,0
indiv2317,Chr12,4447939,13025449,0
indiv2317,Chr13,309399,17303752,0
indiv2317,Chr14,4992778,8302185,0
indiv2317,Chr15,1878592,16459534,0
indiv2317,Chr16,2819286,11454855,0
indiv2317,Chr17,13051458,3706274,0
indiv2317,Chr18,8419090,7107243,0
indiv2317,Chr19,1663068,13049664,0
indiv2317,Chr2,43776,8314530,0
indiv2317,Chr20,7788161,4540549,0
indiv2317,Chr21,15010505,224762,0
indiv2317,Chr22,18440540,0,0
indiv2317,Chr23,21296004,0,0
indiv2317,Chr24,17253461,0,0
indiv2317,Chr25,145331,13873025,0
indiv2317,Chr26,11344520,91982,0
indiv2317,Chr27,9016125,1863386,0
indiv2317,Chr28,133521,10410896,0
indiv2317,Chr3,0,15168106,0
indiv2317,Chr4,16727648,1912638,0
indiv2317,Chr5,8964971,10031710,0
indiv2317,Chr6,0,16516150,0
indiv2317,Chr7,8725589,5143807,0
indiv2317,Chr8,615342,15514814,0
indiv2317,Chr9,15741888,1005803,0
indiv2319,Chr1,5146824,15128363,0
indiv2319,Chr10,17400020,0,0
indiv2319,Chr11,14289179,5847918,0
indiv2319,Chr12,17167913,305475,0
indiv2319,Chr13,8665308,8720663,0
indiv2319,Chr14,2683964,10611704,0
indiv2319,Chr15,4411908,13910752,0
indiv2319,Chr16,13613194,0,0
indiv2319,Chr17,6356929,10248315,0
indiv2319,Chr18,843781,14685949,0
indiv2319,Chr19,2216057,12408807,0
indiv2319,Chr2,4215760,4010027,0
indiv2319,Chr20,0,12328710,0
indiv2319,Chr21,14346421,730531,0
indiv2319,Chr22,17961388,478370,0
indiv2319,Chr23,21296256,0,0
indiv2319,Chr24,85744,17160186,0
indiv2319,Chr25,13873000,145372,0
indiv2319,Chr26,11436568,0,0
indiv2319,Chr27,172817,10706694,0
indiv2319,Chr28,7139487,3316347,0
indiv2319,Chr3,14457609,710061,0
indiv2319,Chr4,11184554,6682640,0
indiv2319,Chr5,841133,18155548,0
indiv2319,Chr6,3747495,12768655,0
indiv2319,Chr7,12310387,505969,0
indiv2319,Chr8,0,15301207,0
indiv2319,Chr9,16316713,0,0
indiv2320,Chr1,20564333,0,0
indiv2320,Chr10,0,16861710,0
indiv2320,Chr11,0,20393166,0
indiv2320,Chr12,17167913,305475,0
indiv2320,Chr13,2117878,15456757,0
indiv2320,Chr14,0,13296400,0
indiv2320,Chr15,17643958,699062,0
indiv2320,Chr16,6682221,7555552,0
indiv2320,Chr17,0,16804043,0
indiv2320,Chr18,14685949,843672,0
indiv2320,Chr19,14410431,0,0
indiv2320,Chr2,43776,7542165,0
indiv2320,Chr20,0,12328710,0
indiv2320,Chr21,10084880,5133777,0
indiv2320,Chr22,18439758,0,0
indiv2320,Chr23,338738,20957266,0
indiv2320,Chr24,2111963,15123073,0
indiv2320,Chr25,0,14018331,0
indiv2320,Chr26,0,11436568,0
indiv2320,Chr27,0,10880033,0
indiv2320,Chr28,0,10545140,0
indiv2320,Chr3,14457609,709499,0
indiv2320,Chr4,18653139,0,0
indiv2320,Chr5,18996681,0,0
indiv2320,Chr6,2297654,14208933,0
indiv2320,Chr7,13364640,505969,0
indiv2320,Chr8,615493,15514814,0
indiv2320,Chr9,14793211,425669,0
indiv2321,Chr1,20284127,0,0
indiv2321,Chr10,16475859,0,0
indiv2321,Chr11,4852747,15232230,0
indiv2321,Chr12,17473388,0,0
indiv2321,Chr13,15889315,1723686,0
indiv2321,Chr14,5299177,7968373,0
indiv2321,Chr15,0,18344079,0
indiv2321,Chr16,14148636,124737,0
indiv2321,Chr17,289621,16513729,0
indiv2321,Chr18,14685949,843672,0
indiv2321,Chr19,175685,14565517,0
indiv2321,Chr2,0,7467613,0
indiv2321,Chr20,11950647,378063,0
indiv2321,Chr21,224762,15010505,0
indiv2321,Chr22,17961388,479152,0
indiv2321,Chr23,1949783,19346221,0
indiv2321,Chr24,17160186,86356,0
indiv2321,Chr25,145372,13599185,0
indiv2321,Chr26,10721599,91675,0
indiv2321,Chr27,7294282,3368002,0
indiv2321,Chr28,4246451,6294266,0
indiv2321,Chr3,9789962,5316273,0
indiv2321,Chr4,18653139,0,0
indiv2321,Chr5,841133,18155556,0
indiv2321,Chr6,16024100,492050,0
indiv2321,Chr7,13869396,0,0
indiv2321,Chr8,16130156,0,0
indiv2321,Chr9,16742382,0,0
indiv2322,Chr1,20284127,0,0
indiv2322,Chr10,17400020,0,0
indiv2322,Chr11,20392607,1148,0
indiv2322,Chr12,17473388,0,0
indiv2322,Chr13,4107471,13505530,0
indiv2322,Chr14,4707331,8540747,0
indiv2322,Chr15,7049321,11276296,0
indiv2322,Chr16,10516449,3742319,0
indiv2322,Chr17,10270542,6507317,0
indiv2322,Chr18,1299197,14174881,0
